id,weather_time,temperature_2m,relativehumidity_2m,dewpoint_2m,apparent_temperature,pressure_msl,surface_pressure,cloudcover,cloudcover_low,cloudcover_mid,cloudcover_high,windspeed_10m,windspeed_80m,windspeed_120m,windspeed_180m,winddirection_10m,winddirection_80m,winddirection_120m,winddirection_180m,windgusts_10m,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,terrestrial_radiation,weathercode,precipitation,rain,showers,snowfall,snow_depth,freezinglevel_height,visibility,evapotranspiration,soil_temperature_0cm,soil_temperature_6cm,soil_temperature_18cm,soil_temperature_54cm,soil_moisture_0_1cm,soil_moisture_1_3cm,soil_moisture_3_9cm,soil_moisture_9_27cm,soil_moisture_27_81cm
us7000snvt,28/05/2026 12:00,7.1,90,5.6,0.9,1011,1011,100,5,0,100,34.6,,,,353,,,,42.5,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 13:00,7.2,88,5.4,1,1010,1010,100,8,77,100,35,,,,351,,,,45,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 14:00,7.3,89,5.6,1.2,1009.1,1009.1,100,13,91,100,34.3,,,,349,,,,44.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 15:00,7.4,90,5.9,1.5,1008.4,1008.4,100,20,98,100,34,,,,347,,,,43.9,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 16:00,7.6,91,6.2,1.5,1007.7,1007.7,100,100,80,56,35.1,,,,347,,,,45.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 17:00,7.4,94,6.6,1.8,1007.1,1007.1,100,100,73,14,33.2,,,,353,,,,44.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 18:00,7.4,94,6.4,1.5,1006.5,1006.5,100,100,30,58,34.5,,,,355,,,,43.2,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 19:00,7.6,93,6.4,1.9,1005.5,1005.5,100,100,39,76,32.9,,,,354,,,,44.3,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 20:00,7.6,93,6.4,2.2,1004.7,1004.7,100,100,35,100,30.8,,,,356,,,,42.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 21:00,7.3,96,6.7,2.4,1004.2,1004.2,100,100,43,100,28.3,,,,3,,,,39.2,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 22:00,7.3,97,6.8,2.7,1003.7,1003.7,100,100,47,99,26.4,,,,4,,,,35.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,28/05/2026 23:00,7.4,97,6.9,2.7,1003.4,1003.4,100,100,100,100,27,,,,7,,,,33.8,2,0,2,0,15.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 00:00,7.2,97,6.8,2.4,1002.2,1002.2,100,100,98,100,27.5,,,,21,,,,34.2,33,0,33,0,152.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 01:00,7.4,97,6.9,2.6,1001.3,1001.3,100,100,97,100,27.4,,,,15,,,,34.9,37,0,37,0,284,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 02:00,7.4,97,7,2.9,1000.8,1000.8,100,100,78,100,25.6,,,,8,,,,34.2,44,0,44,0,370.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 03:00,7.3,98,7,3.1,999.5,999.5,100,100,97,100,23.9,,,,9,,,,32,72,0,72,0,406.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 04:00,7.2,99,7,3.2,998.5,998.5,100,100,98,100,22,,,,8,,,,29.9,89,0,89,0,388.4,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 05:00,7.1,99,7,3.4,997.9,997.9,100,100,100,100,20.1,,,,10,,,,27.4,96,2,94,8.4,318.3,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 06:00,7.1,99,6.9,3.2,997.8,997.8,100,100,100,98,21.3,,,,19,,,,25.6,45,0,45,0,200.8,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 07:00,7,99,6.9,2.9,997.3,997.3,100,100,100,96,22.6,,,,17,,,,28.1,8,0,8,0,49.3,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 08:00,6.9,100,6.9,2.8,996.9,996.9,100,100,99,98,23.1,,,,13,,,,28.8,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 09:00,6.9,99,6.8,2.7,996.4,996.4,100,100,100,100,23.4,,,,8,,,,29.5,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 10:00,6.8,99,6.7,2.5,996,996,100,100,100,100,23.4,,,,11,,,,29.5,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 11:00,6.8,99,6.7,2.5,995.4,995.4,100,93,100,100,24.2,,,,15,,,,30.2,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 12:00,6.9,98,6.6,2.1,994.7,994.7,100,91,100,100,27.3,,,,23,,,,31,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 13:00,7.1,96,6.6,2.2,993.9,993.9,100,15,100,100,27.4,,,,23,,,,34.6,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 14:00,7.4,94,6.5,2.5,992.9,992.9,100,100,100,77,27.3,,,,23,,,,34.9,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 15:00,7.6,93,6.5,2.6,991.9,991.9,100,100,100,100,27.6,,,,23,,,,34.9,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 16:00,7.6,94,6.8,2.8,991.1,991.1,100,100,100,95,27.2,,,,23,,,,34.9,0,0,0,0,0,51,0.4,0.4,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 17:00,7.7,95,6.9,3,990.4,990.4,100,100,100,78,26.2,,,,23,,,,34.2,0,0,0,0,0,51,0.4,0.4,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 18:00,7.7,96,7.1,3.1,989.9,989.9,100,100,100,35,26.3,,,,15,,,,32.8,0,0,0,0,0,51,0.3,0.3,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 19:00,7.5,97,7.1,3.3,989.2,989.2,100,100,98,98,23.4,,,,359,,,,32.8,0,0,0,0,0,51,0.3,0.3,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 20:00,7.4,98,7.1,3.5,989.2,989.2,100,100,44,0,21.7,,,,330,,,,29.2,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 21:00,7.4,97,7,3.9,989.3,989.3,90,85,50,0,19.1,,,,308,,,,26.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 22:00,7.3,96,6.8,4.2,989.3,989.3,100,99,85,0,15.4,,,,300,,,,23.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvt,29/05/2026 23:00,7.2,96,6.6,3.9,989.7,989.7,100,100,21,0,16.3,,,,296,,,,19.4,3,0,3,0,14.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 00:00,6.8,76,2.9,-0.8,1032.3,1032.3,100,100,0,0,41.1,,,,313,,,,50,45,5,40,40.9,163.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 01:00,6.9,78,3.2,-0.6,1031.9,1031.9,91,91,0,2,41,,,,313,,,,53.6,85,12,73,54.3,294.7,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 02:00,6.9,79,3.5,-0.7,1031.3,1031.3,96,96,0,7,42.4,,,,314,,,,55.1,115,12,103,42,381,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 03:00,7.1,79,3.7,-0.6,1030.5,1030.5,89,88,0,16,42,,,,313,,,,55.4,158,35,123,112.1,416.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 04:00,7.2,79,3.8,-0.4,1029.9,1029.9,100,100,0,52,42.3,,,,313,,,,55.1,159,37,122,124.1,397.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 05:00,7.3,79,4,0,1030.1,1030.1,100,99,0,62,40.3,,,,306,,,,54.7,131,47,84,191.8,326.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 06:00,7.3,80,4.2,-0.1,1029.6,1029.6,100,100,0,7,41.6,,,,309,,,,52.2,67,15,52,96,208.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 07:00,7.3,82,4.4,0,1029.4,1029.4,88,88,0,0,40.9,,,,307,,,,53.6,15,3,12,46.3,54.4,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 08:00,7.3,82,4.5,0.2,1029.2,1029.2,100,100,0,0,39.4,,,,307,,,,52.9,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 09:00,7.4,82,4.4,0.2,1028.9,1028.9,63,53,0,21,39.9,,,,309,,,,51.1,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 10:00,7.4,81,4.3,0.1,1029.2,1029.2,98,70,0,95,41,,,,307,,,,52.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 11:00,7.4,82,4.6,0.2,1029.4,1029.4,100,98,0,99,40.5,,,,306,,,,52.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 12:00,7.3,80,4.1,-0.6,1028.8,1028.8,100,53,0,100,44.6,,,,310,,,,51.8,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 13:00,7.2,82,4.2,-0.4,1028.5,1028.5,99,76,0,95,42.7,,,,306,,,,57.2,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 14:00,7.2,82,4.3,-0.4,1028,1028,100,71,0,98,42.2,,,,307,,,,54.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 15:00,7.2,82,4.2,-0.2,1027.8,1027.8,95,78,0,77,41.1,,,,304,,,,54,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 16:00,7.2,82,4.4,0.1,1027.4,1027.4,97,85,20,76,40,,,,302,,,,52.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 17:00,7.2,82,4.3,0.2,1027.3,1027.3,100,87,17,98,38.9,,,,301,,,,51.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 18:00,7.2,83,4.5,0.6,1027.3,1027.3,100,79,27,100,36.1,,,,301,,,,49.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 19:00,7.2,84,4.8,1.2,1027.1,1027.1,99,45,75,95,33.1,,,,298,,,,46.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 20:00,7.3,85,5,1.4,1027.1,1027.1,100,73,40,98,32,,,,298,,,,42.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 21:00,7.3,87,5.2,1.4,1027.2,1027.2,100,52,98,100,32.5,,,,301,,,,41,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 22:00,7.3,87,5.3,1.3,1027.7,1027.7,100,64,77,99,33.5,,,,300,,,,42.5,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,26/05/2026 23:00,7.3,86,5.2,1.3,1027.9,1027.9,100,59,98,98,33.3,,,,296,,,,43.2,3,0,3,0,18.7,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 00:00,7.1,87,5,1.2,1027.7,1027.7,100,96,0,99,31.6,,,,297,,,,42.1,35,2,33,16.7,159.3,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 01:00,7.2,85,4.8,1.4,1027.3,1027.3,99,69,0,98,30.9,,,,302,,,,40,83,11,72,50.4,290.8,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 02:00,7.1,86,4.9,1.2,1026.8,1026.8,100,53,0,100,32.1,,,,303,,,,41,150,36,114,127.2,377.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 03:00,7,88,5.2,1.3,1025.8,1025.8,100,88,0,100,30.9,,,,306,,,,40.7,169,54,115,174.6,412.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 04:00,7.1,89,5.4,1.4,1025.7,1025.7,100,100,0,99,30.7,,,,308,,,,38.9,148,26,122,88,393.8,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 05:00,7.1,89,5.4,1.4,1025.5,1025.5,100,95,0,100,31.3,,,,308,,,,39.6,96,3,93,12.4,323.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 06:00,7.2,83,4.5,1.4,1025.4,1025.4,100,95,0,99,30.6,,,,311,,,,39.6,63,6,57,39,204.9,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 07:00,7.2,86,5.1,1.4,1025.6,1025.6,100,100,0,99,31.5,,,,307,,,,40.3,14,1,13,15.7,52.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 08:00,7.1,90,5.6,1.7,1025.3,1025.3,100,100,0,100,29.4,,,,310,,,,39.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 09:00,7.2,90,5.6,1.8,1025.1,1025.1,100,100,0,98,29.4,,,,311,,,,37.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 10:00,7.2,90,5.7,1.8,1025.3,1025.3,100,100,0,100,29.7,,,,309,,,,37.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 11:00,7.2,91,5.8,2.1,1024.9,1024.9,100,100,0,98,27.3,,,,313,,,,37.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 12:00,7.2,92,5.9,1.7,1024.6,1024.6,100,100,29,100,30.2,,,,313,,,,34.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 13:00,7.2,90,5.6,1.6,1023.8,1023.8,98,41,0,97,30.8,,,,315,,,,39.2,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 14:00,7.2,88,5.3,1.4,1023.3,1023.3,100,100,43,86,31.7,,,,318,,,,40,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 15:00,7.1,90,5.4,1.4,1023,1023,90,64,71,0,30.9,,,,323,,,,40.3,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 16:00,7.1,89,5.3,1.2,1022.3,1022.3,63,53,20,5,32.1,,,,326,,,,40.3,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 17:00,7,87,5.1,0.9,1021.7,1021.7,55,44,16,4,33.7,,,,324,,,,42.5,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 18:00,7.1,80,3.8,0.7,1021.7,1021.7,87,82,13,17,33.4,,,,326,,,,43.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 19:00,6.9,83,4.2,1,1020.7,1020.7,100,100,1,7,31.5,,,,323,,,,42.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 20:00,6.9,87,4.9,0.9,1020.4,1020.4,100,100,3,1,32.8,,,,330,,,,40.3,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 21:00,7,84,4.4,0.4,1020.1,1020.1,100,98,20,77,36,,,,327,,,,46.8,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 22:00,6.8,89,5.1,1.3,1020.1,1020.1,100,100,1,55,29.6,,,,329,,,,45.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,27/05/2026 23:00,6.9,87,4.9,1.3,1019.9,1019.9,98,97,0,45,30.1,,,,327,,,,37.8,3,0,3,0,17.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 00:00,6.9,88,5.1,1.1,1019.2,1019.2,100,100,0,93,31.8,,,,335,,,,42.1,32,1,31,8.6,155.5,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 01:00,6.9,89,5.2,0.9,1018.2,1018.2,100,88,0,98,32.9,,,,335,,,,41.8,96,19,77,88.2,287,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 02:00,6.9,89,5.2,0.8,1017.4,1017.4,100,65,0,100,34.2,,,,336,,,,43.2,118,22,96,78.5,373.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 03:00,6.9,89,5.2,0.8,1016.3,1016.3,100,20,0,100,34.3,,,,340,,,,44.6,140,42,98,137,408.4,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 04:00,7.1,85,4.8,0.8,1015.3,1015.3,99,47,0,99,33.9,,,,338,,,,43.6,152,47,105,160.5,390.1,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 05:00,7,87,5.1,1,1014.7,1014.7,100,84,0,100,32.8,,,,337,,,,43.2,135,42,93,175.1,319.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 06:00,7.1,89,5.3,1.2,1014.1,1014.1,100,100,0,100,32.4,,,,341,,,,41.8,69,13,56,85.8,201.7,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 07:00,7.1,90,5.5,1.1,1013.5,1013.5,100,100,0,100,33.2,,,,340,,,,42.1,10,0,10,0,49.9,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 08:00,7.1,87,5.1,0.9,1013,1013,100,96,0,100,34.4,,,,341,,,,43.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 09:00,7.2,87,5.2,0.8,1012.3,1012.3,100,97,0,100,35.7,,,,345,,,,45.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 10:00,7.2,87,5.2,0.8,1012,1012,100,66,0,100,35.8,,,,349,,,,45.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 11:00,7.2,88,5.3,1,1011.6,1011.6,100,48,0,100,34,,,,348,,,,45.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 12:00,7.1,90,5.6,0.8,1011,1011,100,3,0,100,35.2,,,,353,,,,43.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 13:00,7.2,89,5.4,0.9,1010,1010,100,8,81,100,35.6,,,,350,,,,45.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 14:00,7.2,90,5.7,1.1,1009.1,1009.1,100,10,90,100,34.6,,,,349,,,,45.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 15:00,7.4,90,5.9,1.4,1008.5,1008.5,100,16,99,100,34.2,,,,347,,,,44.3,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 16:00,7.6,91,6.2,1.3,1007.8,1007.8,100,100,82,92,36.1,,,,346,,,,46.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 17:00,7.4,94,6.6,1.6,1007.1,1007.1,100,100,85,11,33.9,,,,353,,,,45.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 18:00,7.4,94,6.4,1.4,1006.5,1006.5,100,100,53,45,35.2,,,,355,,,,44.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 19:00,7.6,92,6.4,1.7,1005.6,1005.6,98,90,35,71,34,,,,354,,,,45.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 20:00,7.6,92,6.4,2.1,1004.7,1004.7,100,100,31,100,31.6,,,,356,,,,43.6,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 21:00,7.4,96,6.8,2.3,1004.2,1004.2,100,100,38,98,29,,,,3,,,,40.3,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 22:00,7.3,97,6.8,2.6,1003.8,1003.8,100,100,34,100,27,,,,3,,,,36.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,28/05/2026 23:00,7.4,97,6.9,2.7,1003.5,1003.5,100,100,99,100,27.5,,,,6,,,,34.2,2,0,2,0,15.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 00:00,7.4,96,6.8,2.5,1002.3,1002.3,100,100,99,100,27.8,,,,19,,,,34.9,31,0,31,0,151.9,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 01:00,7.5,96,6.9,2.6,1001.3,1001.3,100,100,95,100,28,,,,15,,,,35.6,33,0,33,0,283.2,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 02:00,7.5,97,7.1,2.9,1000.8,1000.8,100,100,79,100,26.1,,,,9,,,,34.9,43,0,43,0,369.5,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 03:00,7.4,98,7.1,3.1,999.5,999.5,100,100,96,100,24.4,,,,8,,,,32.8,65,0,65,0,404.7,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 04:00,7.3,99,7.1,3.3,998.5,998.5,100,100,98,100,22.4,,,,8,,,,30.2,79,0,79,0,386.6,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 05:00,7.2,99,7.1,3.4,998,998,100,100,100,100,20.3,,,,6,,,,28.1,93,2,91,8.4,316.3,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 06:00,7.1,99,7,3.4,997.9,997.9,100,100,98,99,20.4,,,,18,,,,25.2,46,0,46,0,198.7,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 07:00,7.1,99,6.9,3.1,997.4,997.4,100,100,100,95,21.6,,,,17,,,,26.6,9,0,9,0,47.8,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 08:00,7,99,6.9,3,996.9,996.9,100,100,99,99,22.3,,,,13,,,,27.7,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 09:00,6.9,99,6.8,2.8,996.5,996.5,100,100,100,100,22.7,,,,8,,,,28.1,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 10:00,6.8,100,6.8,2.7,996.1,996.1,100,100,100,100,22.9,,,,8,,,,28.8,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 11:00,6.8,99,6.7,2.5,995.4,995.4,100,100,100,100,23.6,,,,12,,,,29.5,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 12:00,6.9,98,6.6,2.1,994.8,994.8,100,100,100,100,27,,,,22,,,,30.2,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 13:00,7,98,6.7,2.2,994,994,100,66,100,100,27.1,,,,23,,,,33.8,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 14:00,7.3,95,6.6,2.5,993,993,100,52,100,68,26.7,,,,23,,,,33.8,0,0,0,0,0,51,0.1,0.1,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 15:00,7.6,93,6.5,2.7,992,992,100,100,100,100,27.2,,,,23,,,,33.8,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 16:00,7.6,94,6.7,2.8,991.2,991.2,100,100,100,92,26.9,,,,22,,,,34.2,0,0,0,0,0,51,0.2,0.2,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 17:00,7.7,95,6.9,3.1,990.5,990.5,100,100,100,92,26,,,,25,,,,33.5,0,0,0,0,0,53,0.5,0.5,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 18:00,7.7,96,7.1,3.2,990,990,100,100,100,35,26,,,,19,,,,32.8,0,0,0,0,0,51,0.3,0.3,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 19:00,7.6,97,7.1,3.3,989.2,989.2,100,100,100,94,24.4,,,,5,,,,32.4,0,0,0,0,0,51,0.4,0.4,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 20:00,7.4,97,7.1,3.5,989.1,989.1,100,100,66,1,22.2,,,,339,,,,30.2,0,0,0,0,0,51,0.2,0.2,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 21:00,7.4,97,7,3.7,989.3,989.3,100,100,45,0,20.4,,,,310,,,,27.4,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 22:00,7.3,96,6.8,4.1,989.3,989.3,100,100,79,0,16.5,,,,300,,,,24.8,0,0,0,0,0,3,0,0,0,0,0,,,,,,,,,,,,
us7000snvr,29/05/2026 23:00,7.2,96,6.6,3.9,989.6,989.6,100,100,69,0,16.3,,,,295,,,,19.8,3,0,3,0,14.2,3,0,0,0,0,0,,,,,,,,,,,,
hv74966427,21/05/2026 00:00,22.4,66,15.9,24.3,1017.1,915.9,38,30,14,0,5.6,,,,264,,,,25.6,654,347,307,362.8,1277.7,51,0.1,0.1,0,0,0,,,,,,,,,,,,
hv74966427,21/05/2026 01:00,21.9,68,15.8,23.4,1016.6,915.3,34,13,24,0,5.4,,,,233,,,,23.4,585,348,237,405.1,1147.5,1,0,0,0,0,0,,,,,,,,,,,,
hv74966427,21/05/2026 02:00,20.6,78,16.5,22.1,1016.6,914.8,97,45,96,0,5,,,,229,,,,25.2,453,281,172,395.4,949.4,51,0.3,0.3,0,0,0,,,,,,,,,,,,
hv74966427,21/05/2026 03:00,19,95,18.3,21.5,1016.6,914.3,100,38,100,0,3.9,,,,217,,,,20.9,282,149,133,285.5,697,63,2.6,2.6,0,0,0,,,,,,,,,,,,
